workload_id,phase,start_cycle,duration_cycles,end_cycle_exclusive,bytes_moved,rule
gemm_029_op_00050,dma_activation_load,3,46,49,256,dma_top read path; model=default_visible_rtl_interface_model
gemm_029_op_00050,dma_weight_load,49,2638,2687,16384,dma_top read path; model=default_visible_rtl_interface_model
gemm_029_op_00050,mac_datapath_run,2687,427,3114,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_029_op_00050,dma_output_store,3114,16,3130,64,dma_top write path; model=default_visible_rtl_interface_model
conv_023_op_00051,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
conv_023_op_00051,dma_activation_load,3,94798,94801,589824,dma_top read path; model=default_visible_rtl_interface_model
conv_023_op_00051,dma_weight_load,94801,5930,100731,36864,dma_top read path; model=default_visible_rtl_interface_model
conv_023_op_00051,mac_datapath_run,100731,379200,479931,0,cycle interval from Base FLOOD MAC datapath simulator
conv_023_op_00051,dma_output_store,479931,10538,490469,65536,dma_top write path; model=default_visible_rtl_interface_model
conv_024_op_00052,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
conv_024_op_00052,dma_activation_load,3,21070,21073,131072,dma_top read path; model=default_visible_rtl_interface_model
conv_024_op_00052,dma_weight_load,21073,1322,22395,8192,dma_top read path; model=default_visible_rtl_interface_model
conv_024_op_00052,mac_datapath_run,22395,13760,36155,0,cycle interval from Base FLOOD MAC datapath simulator
conv_024_op_00052,dma_output_store,36155,10538,46693,65536,dma_top write path; model=default_visible_rtl_interface_model
conv_025_op_00053,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
conv_025_op_00053,dma_activation_load,3,10538,10541,65536,dma_top read path; model=default_visible_rtl_interface_model
conv_025_op_00053,dma_weight_load,10541,664,11205,4096,dma_top read path; model=default_visible_rtl_interface_model
conv_025_op_00053,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
conv_025_op_00053,dma_output_store,18181,10538,28719,65536,dma_top write path; model=default_visible_rtl_interface_model
gemm_030_op_00054,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
gemm_030_op_00054,dma_activation_load,3,10538,10541,65536,dma_top read path; model=default_visible_rtl_interface_model
gemm_030_op_00054,dma_weight_load,10541,664,11205,4096,dma_top read path; model=default_visible_rtl_interface_model
gemm_030_op_00054,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_030_op_00054,dma_output_store,18181,10538,28719,65536,dma_top write path; model=default_visible_rtl_interface_model
gemm_031_op_00055,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
gemm_031_op_00055,dma_activation_load,3,10538,10541,65536,dma_top read path; model=default_visible_rtl_interface_model
gemm_031_op_00055,dma_weight_load,10541,664,11205,4096,dma_top read path; model=default_visible_rtl_interface_model
gemm_031_op_00055,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_031_op_00055,dma_output_store,18181,10538,28719,65536,dma_top write path; model=default_visible_rtl_interface_model
gemm_032_op_00056,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
gemm_032_op_00056,dma_activation_load,3,10538,10541,65536,dma_top read path; model=default_visible_rtl_interface_model
gemm_032_op_00056,dma_weight_load,10541,664,11205,4096,dma_top read path; model=default_visible_rtl_interface_model
gemm_032_op_00056,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_032_op_00056,dma_output_store,18181,10538,28719,65536,dma_top write path; model=default_visible_rtl_interface_model
gemm_033_op_00057,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
gemm_033_op_00057,dma_activation_load,3,10538,10541,65536,dma_top read path; model=default_visible_rtl_interface_model
gemm_033_op_00057,dma_weight_load,10541,664,11205,4096,dma_top read path; model=default_visible_rtl_interface_model
gemm_033_op_00057,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_033_op_00057,dma_output_store,18181,10538,28719,65536,dma_top write path; model=default_visible_rtl_interface_model
gemm_034_op_00058,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
gemm_034_op_00058,dma_activation_load,3,10538,10541,65536,dma_top read path; model=default_visible_rtl_interface_model
gemm_034_op_00058,dma_weight_load,10541,664,11205,4096,dma_top read path; model=default_visible_rtl_interface_model
gemm_034_op_00058,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_034_op_00058,dma_output_store,18181,10538,28719,65536,dma_top write path; model=default_visible_rtl_interface_model
gemm_035_op_00059,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
gemm_035_op_00059,dma_activation_load,3,9508,9511,59136,dma_top read path; model=default_visible_rtl_interface_model
gemm_035_op_00059,dma_weight_load,9511,7904,17415,49152,dma_top read path; model=default_visible_rtl_interface_model
gemm_035_op_00059,mac_datapath_run,17415,6375,23790,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_035_op_00059,dma_output_store,23790,796,24586,4928,dma_top write path; model=default_visible_rtl_interface_model
gemm_036_op_00060,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
gemm_036_op_00060,dma_activation_load,3,9508,9511,59136,dma_top read path; model=default_visible_rtl_interface_model
gemm_036_op_00060,dma_weight_load,9511,7904,17415,49152,dma_top read path; model=default_visible_rtl_interface_model
gemm_036_op_00060,mac_datapath_run,17415,6375,23790,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_036_op_00060,dma_output_store,23790,796,24586,4928,dma_top write path; model=default_visible_rtl_interface_model
gemm_037_op_00061,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
gemm_037_op_00061,dma_activation_load,3,10538,10541,65536,dma_top read path; model=default_visible_rtl_interface_model
gemm_037_op_00061,dma_weight_load,10541,664,11205,4096,dma_top read path; model=default_visible_rtl_interface_model
gemm_037_op_00061,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_037_op_00061,dma_output_store,18181,10538,28719,65536,dma_top write path; model=default_visible_rtl_interface_model
gemm_038_op_00062,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
gemm_038_op_00062,dma_activation_load,3,10538,10541,65536,dma_top read path; model=default_visible_rtl_interface_model
gemm_038_op_00062,dma_weight_load,10541,5272,15813,32768,dma_top read path; model=default_visible_rtl_interface_model
gemm_038_op_00062,mac_datapath_run,15813,7242,23055,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_038_op_00062,dma_output_store,23055,84266,107321,524288,dma_top write path; model=default_visible_rtl_interface_model
gemm_039_op_00063,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
gemm_039_op_00063,dma_activation_load,3,42136,42139,262144,dma_top read path; model=default_visible_rtl_interface_model
gemm_039_op_00063,dma_weight_load,42139,2638,44777,16384,dma_top read path; model=default_visible_rtl_interface_model
gemm_039_op_00063,mac_datapath_run,44777,27328,72105,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_039_op_00063,dma_output_store,72105,10538,82643,65536,dma_top write path; model=default_visible_rtl_interface_model
conv_026_op_00064,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
conv_026_op_00064,dma_activation_load,3,10538,10541,65536,dma_top read path; model=default_visible_rtl_interface_model
conv_026_op_00064,dma_weight_load,10541,664,11205,4096,dma_top read path; model=default_visible_rtl_interface_model
conv_026_op_00064,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
conv_026_op_00064,dma_output_store,18181,10538,28719,65536,dma_top write path; model=default_visible_rtl_interface_model
conv_027_op_00065,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
conv_027_op_00065,dma_activation_load,3,189592,189595,1179648,dma_top read path; model=default_visible_rtl_interface_model
conv_027_op_00065,dma_weight_load,189595,11854,201449,73728,dma_top read path; model=default_visible_rtl_interface_model
conv_027_op_00065,mac_datapath_run,201449,758208,959657,0,cycle interval from Base FLOOD MAC datapath simulator
conv_027_op_00065,dma_output_store,959657,10538,970195,65536,dma_top write path; model=default_visible_rtl_interface_model
gemm_040_op_00066,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
gemm_040_op_00066,dma_activation_load,3,46,49,256,dma_top read path; model=default_visible_rtl_interface_model
gemm_040_op_00066,dma_weight_load,49,2638,2687,16384,dma_top read path; model=default_visible_rtl_interface_model
gemm_040_op_00066,mac_datapath_run,2687,427,3114,0,cycle interval from Base FLOOD MAC datapath simulator
gemm_040_op_00066,dma_output_store,3114,16,3130,64,dma_top write path; model=default_visible_rtl_interface_model
conv_028_op_00067,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
conv_028_op_00067,dma_activation_load,3,94798,94801,589824,dma_top read path; model=default_visible_rtl_interface_model
conv_028_op_00067,dma_weight_load,94801,5930,100731,36864,dma_top read path; model=default_visible_rtl_interface_model
conv_028_op_00067,mac_datapath_run,100731,379200,479931,0,cycle interval from Base FLOOD MAC datapath simulator
conv_028_op_00067,dma_output_store,479931,10538,490469,65536,dma_top write path; model=default_visible_rtl_interface_model
conv_029_op_00068,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
conv_029_op_00068,dma_activation_load,3,21070,21073,131072,dma_top read path; model=default_visible_rtl_interface_model
conv_029_op_00068,dma_weight_load,21073,1322,22395,8192,dma_top read path; model=default_visible_rtl_interface_model
conv_029_op_00068,mac_datapath_run,22395,13760,36155,0,cycle interval from Base FLOOD MAC datapath simulator
conv_029_op_00068,dma_output_store,36155,10538,46693,65536,dma_top write path; model=default_visible_rtl_interface_model
conv_030_op_00069,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
conv_030_op_00069,dma_activation_load,3,10538,10541,65536,dma_top read path; model=default_visible_rtl_interface_model
conv_030_op_00069,dma_weight_load,10541,664,11205,4096,dma_top read path; model=default_visible_rtl_interface_model
conv_030_op_00069,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
conv_030_op_00069,dma_output_store,18181,10538,28719,65536,dma_top write path; model=default_visible_rtl_interface_model
conv_031_op_00080,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
conv_031_op_00080,dma_activation_load,3,10538,10541,65536,dma_top read path; model=default_visible_rtl_interface_model
conv_031_op_00080,dma_weight_load,10541,664,11205,4096,dma_top read path; model=default_visible_rtl_interface_model
conv_031_op_00080,mac_datapath_run,11205,6976,18181,0,cycle interval from Base FLOOD MAC datapath simulator
conv_031_op_00080,dma_output_store,18181,10538,28719,65536,dma_top write path; model=default_visible_rtl_interface_model
conv_032_op_00081,cpu_config_writes,0,3,3,0,configBus writes from MacMachine_top/FSMDualMode; model=default_visible_rtl_interface_model
conv_032_op_00081,dma_activation_load,3,94798,94801,589824,dma_top read path; model=default_visible_rtl_interface_model
conv_032_op_00081,dma_weight_load,94801,376,95177,2304,dma_top read path; model=default_visible_rtl_interface_model
conv_032_op_00081,mac_datapath_run,95177,209856,305033,0,cycle interval from Base FLOOD MAC datapath simulator
conv_032_op_00081,dma_output_store,305033,664,305697,4096,dma_top write path; model=default_visible_rtl_interface_model
