model,layer_or_workload,operator,config,activation_sparsity,weight_sparsity,skipped_mac_percent,useful_macs,baseline_cycles,projected_sparse_cycles,cycle_reduction_percent,energy_reduction_percent,utilization_note,data_source,readiness,missing_reason
SD UNet / synthetic UNet trace,trace_conv_006,conv,zero skipping 50% act,0.5,0.0,50.0,4194304.0,6976.0,3488.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_large_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_006,conv,zero skipping 25% act + 25% wt,0.25,0.25,43.75,4194304.0,6976.0,3924.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_large_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_006,conv,+ adder pruning proxy,0.5,0.0,60.0,4194304.0,6976.0,2790.4,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_large_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_006,conv,+ GCSE group sparsity proxy,0.5,0.25,82.5,4194304.0,6976.0,1220.8,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_large_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_007,gemm,no skipping,0.0,0.0,0.0,4194304.0,6976.0,6976.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_007,gemm,zero skipping 25% act,0.25,0.0,25.0,4194304.0,6976.0,5232.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_007,gemm,zero skipping 50% act,0.5,0.0,50.0,4194304.0,6976.0,3488.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_007,gemm,zero skipping 25% act + 25% wt,0.25,0.25,43.75,4194304.0,6976.0,3924.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_007,gemm,+ adder pruning proxy,0.5,0.0,60.0,4194304.0,6976.0,2790.4,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_007,gemm,+ GCSE group sparsity proxy,0.5,0.25,82.5,4194304.0,6976.0,1220.8,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_008,gemm,no skipping,0.0,0.0,0.0,3784704.0,6375.0,6375.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_008,gemm,zero skipping 25% act,0.25,0.0,25.0,3784704.0,6375.0,4781.25,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_008,gemm,zero skipping 50% act,0.5,0.0,50.0,3784704.0,6375.0,3187.5,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_008,gemm,zero skipping 25% act + 25% wt,0.25,0.25,43.75,3784704.0,6375.0,3585.9375,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_008,gemm,+ adder pruning proxy,0.5,0.0,60.0,3784704.0,6375.0,2550.0,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_008,gemm,+ GCSE group sparsity proxy,0.5,0.25,82.5,3784704.0,6375.0,1115.625,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_009,gemm,no skipping,0.0,0.0,0.0,33554432.0,7242.0,7242.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_large_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_009,gemm,zero skipping 25% act,0.25,0.0,25.0,33554432.0,7242.0,5431.5,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_large_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_009,gemm,zero skipping 50% act,0.5,0.0,50.0,33554432.0,7242.0,3621.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_large_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_009,gemm,zero skipping 25% act + 25% wt,0.25,0.25,43.75,33554432.0,7242.0,4073.625,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_large_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_009,gemm,+ adder pruning proxy,0.5,0.0,60.0,33554432.0,7242.0,2896.8,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_large_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_009,gemm,+ GCSE group sparsity proxy,0.5,0.25,82.5,33554432.0,7242.0,1267.35,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_large_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_010,gemm,no skipping,0.0,0.0,0.0,16777216.0,27328.0,27328.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_010,gemm,zero skipping 25% act,0.25,0.0,25.0,16777216.0,27328.0,20496.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_010,gemm,zero skipping 50% act,0.5,0.0,50.0,16777216.0,27328.0,13664.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_010,gemm,zero skipping 25% act + 25% wt,0.25,0.25,43.75,16777216.0,27328.0,15372.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_010,gemm,+ adder pruning proxy,0.5,0.0,60.0,16777216.0,27328.0,10931.2,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_010,gemm,+ GCSE group sparsity proxy,0.5,0.25,82.5,16777216.0,27328.0,4782.4,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_observed_multicin_spatial_x_boundary,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_011,conv,no skipping,0.0,0.0,0.0,9437184.0,94800.0,94800.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_011,conv,zero skipping 25% act,0.25,0.0,25.0,9437184.0,94800.0,71100.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_011,conv,zero skipping 50% act,0.5,0.0,50.0,9437184.0,94800.0,47400.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_011,conv,zero skipping 25% act + 25% wt,0.25,0.25,43.75,9437184.0,94800.0,53325.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_011,conv,+ adder pruning proxy,0.5,0.0,60.0,9437184.0,94800.0,37920.0,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_011,conv,+ GCSE group sparsity proxy,0.5,0.25,82.5,9437184.0,94800.0,16590.0,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_012,conv,no skipping,0.0,0.0,0.0,9437184.0,94800.0,94800.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_012,conv,zero skipping 25% act,0.25,0.0,25.0,9437184.0,94800.0,71100.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_012,conv,zero skipping 50% act,0.5,0.0,50.0,9437184.0,94800.0,47400.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_012,conv,zero skipping 25% act + 25% wt,0.25,0.25,43.75,9437184.0,94800.0,53325.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_012,conv,+ adder pruning proxy,0.5,0.0,60.0,9437184.0,94800.0,37920.0,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_012,conv,+ GCSE group sparsity proxy,0.5,0.25,82.5,9437184.0,94800.0,16590.0,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_013,conv,no skipping,0.0,0.0,0.0,1048576.0,1744.0,1744.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_013,conv,zero skipping 25% act,0.25,0.0,25.0,1048576.0,1744.0,1308.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_013,conv,zero skipping 50% act,0.5,0.0,50.0,1048576.0,1744.0,872.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_013,conv,zero skipping 25% act + 25% wt,0.25,0.25,43.75,1048576.0,1744.0,981.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_013,conv,+ adder pruning proxy,0.5,0.0,60.0,1048576.0,1744.0,697.6,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_013,conv,+ GCSE group sparsity proxy,0.5,0.25,82.5,1048576.0,1744.0,305.2,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_014,gemm,no skipping,0.0,0.0,0.0,1048576.0,1744.0,1744.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_014,gemm,zero skipping 25% act,0.25,0.0,25.0,1048576.0,1744.0,1308.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_014,gemm,zero skipping 50% act,0.5,0.0,50.0,1048576.0,1744.0,872.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_014,gemm,zero skipping 25% act + 25% wt,0.25,0.25,43.75,1048576.0,1744.0,981.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_014,gemm,+ adder pruning proxy,0.5,0.0,60.0,1048576.0,1744.0,697.6,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_014,gemm,+ GCSE group sparsity proxy,0.5,0.25,82.5,1048576.0,1744.0,305.2,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_015,gemm,no skipping,0.0,0.0,0.0,8388608.0,2010.0,2010.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_015,gemm,zero skipping 25% act,0.25,0.0,25.0,8388608.0,2010.0,1507.5,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_015,gemm,zero skipping 50% act,0.5,0.0,50.0,8388608.0,2010.0,1005.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_015,gemm,zero skipping 25% act + 25% wt,0.25,0.25,43.75,8388608.0,2010.0,1130.625,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_015,gemm,+ adder pruning proxy,0.5,0.0,60.0,8388608.0,2010.0,804.0,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_015,gemm,+ GCSE group sparsity proxy,0.5,0.25,82.5,8388608.0,2010.0,351.75,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,B_direct_rtl_clean_workload_row,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_016,gemm,no skipping,0.0,0.0,0.0,4194304.0,6832.0,6832.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_016,gemm,zero skipping 25% act,0.25,0.0,25.0,4194304.0,6832.0,5124.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_016,gemm,zero skipping 50% act,0.5,0.0,50.0,4194304.0,6832.0,3416.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_016,gemm,zero skipping 25% act + 25% wt,0.25,0.25,43.75,4194304.0,6832.0,3843.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_016,gemm,+ adder pruning proxy,0.5,0.0,60.0,4194304.0,6832.0,2732.8,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_gemm_016,gemm,+ GCSE group sparsity proxy,0.5,0.25,82.5,4194304.0,6832.0,1195.6,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_017,conv,no skipping,0.0,0.0,0.0,18874368.0,189552.0,189552.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_017,conv,zero skipping 25% act,0.25,0.0,25.0,18874368.0,189552.0,142164.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_017,conv,zero skipping 50% act,0.5,0.0,50.0,18874368.0,189552.0,94776.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_017,conv,zero skipping 25% act + 25% wt,0.25,0.25,43.75,18874368.0,189552.0,106623.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_017,conv,+ adder pruning proxy,0.5,0.0,60.0,18874368.0,189552.0,75820.8,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_017,conv,+ GCSE group sparsity proxy,0.5,0.25,82.5,18874368.0,189552.0,33171.6,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_018,conv,no skipping,0.0,0.0,0.0,2097152.0,3440.0,3440.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_018,conv,zero skipping 25% act,0.25,0.0,25.0,2097152.0,3440.0,2580.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_018,conv,zero skipping 50% act,0.5,0.0,50.0,2097152.0,3440.0,1720.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_018,conv,zero skipping 25% act + 25% wt,0.25,0.25,43.75,2097152.0,3440.0,1935.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_018,conv,+ adder pruning proxy,0.5,0.0,60.0,2097152.0,3440.0,1376.0,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_018,conv,+ GCSE group sparsity proxy,0.5,0.25,82.5,2097152.0,3440.0,602.0,82.5,82.5,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,D_direct_rtl_blocked,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_019,conv,no skipping,0.0,0.0,0.0,75497472.0,758208.0,758208.0,0.0,0.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_019,conv,zero skipping 25% act,0.25,0.0,25.0,75497472.0,758208.0,568656.0,25.0,25.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_019,conv,zero skipping 50% act,0.5,0.0,50.0,75497472.0,758208.0,379104.0,50.0,50.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_019,conv,zero skipping 25% act + 25% wt,0.25,0.25,43.75,75497472.0,758208.0,426492.0,43.75,43.75,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
SD UNet / synthetic UNet trace,trace_conv_019,conv,+ adder pruning proxy,0.5,0.0,60.0,75497472.0,758208.0,303283.2,60.0,60.0,proxy assumes skipped MACs translate linearly to cycle/energy reduction,synthetic sparsity proxy from workload MAC/cycle table,C_projection_large_k3_extent_unvalidated,replace proxy sparsity with measured activation/weight sparsity for final paper values
